,c_a,unit,scp,station,line_name,division,date,time,description,entries,exits
42,A002,R051,02-03-05,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,00:00:00,REGULAR,12219432,1474525
43,A002,R051,02-03-05,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,04:00:00,REGULAR,12219444,1474526
44,A002,R051,02-03-05,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,08:00:00,REGULAR,12219484,1474572
45,A002,R051,02-03-05,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,12:00:00,REGULAR,12219567,1474613
46,A002,R051,02-03-05,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,16:00:00,REGULAR,12219741,1474623
47,A002,R051,02-03-05,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,20:00:00,REGULAR,12220030,1474632
48,A002,R051,02-03-06,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,00:00:00,REGULAR,9517796,517454
49,A002,R051,02-03-06,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,04:00:00,REGULAR,9517805,517454
50,A002,R051,02-03-06,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,08:00:00,REGULAR,9517827,517459
51,A002,R051,02-03-06,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,12:00:00,REGULAR,9517885,517469
52,A002,R051,02-03-06,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,16:00:00,REGULAR,9518008,517475
53,A002,R051,02-03-06,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,20:00:00,REGULAR,9518226,517481
54,A002,R051,02-05-00,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,00:00:00,REGULAR,524475,0
55,A002,R051,02-05-00,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,04:00:00,REGULAR,524476,0
56,A002,R051,02-05-00,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,08:00:00,REGULAR,524476,0
57,A002,R051,02-05-00,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,12:00:00,REGULAR,524476,0
58,A002,R051,02-05-00,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,16:00:00,REGULAR,524476,0
59,A002,R051,02-05-00,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,20:00:00,REGULAR,524476,0
60,A002,R051,02-05-01,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,00:00:00,REGULAR,0,910
61,A002,R051,02-05-01,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,04:00:00,REGULAR,0,910
62,A002,R051,02-05-01,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,08:00:00,REGULAR,0,910
63,A002,R051,02-05-01,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,12:00:00,REGULAR,0,910
64,A002,R051,02-05-01,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,16:00:00,REGULAR,0,910
65,A002,R051,02-05-01,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,20:00:00,REGULAR,0,910
66,A002,R051,02-06-00,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,00:00:00,REGULAR,186866,24543
67,A002,R051,02-06-00,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,04:00:00,REGULAR,186874,24544
68,A002,R051,02-06-00,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,08:00:00,REGULAR,186907,24546
69,A002,R051,02-06-00,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,12:00:00,REGULAR,186993,24552
70,A002,R051,02-06-00,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,16:00:00,REGULAR,187142,24569
71,A002,R051,02-06-00,59 ST,NQR456W,BMT,2021-08-20T00:00:00.000,20:00:00,REGULAR,187399,24586
72,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,02:00:00,REGULAR,4516720,7783825
73,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,06:00:00,REGULAR,4516727,7783842
74,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,10:00:00,REGULAR,4516760,7784361
75,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,14:00:00,REGULAR,4516830,7784664
76,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,18:00:00,REGULAR,4517110,7784926
77,A006,R079,00-00-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,22:00:00,REGULAR,4517331,7785044
78,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,02:00:00,REGULAR,5607209,3440763
79,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,06:00:00,REGULAR,5607209,3440768
80,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,10:00:00,REGULAR,5607228,3440918
81,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,14:00:00,REGULAR,5607304,3441015
82,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,18:00:00,REGULAR,5607577,3441092
83,A006,R079,00-00-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,22:00:00,REGULAR,5607712,3441126
84,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,02:00:00,REGULAR,6572697,16611474
85,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,06:00:00,REGULAR,6572697,16611478
86,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,10:00:00,REGULAR,6572711,16611543
87,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,14:00:00,REGULAR,6572750,16611574
88,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,18:00:00,REGULAR,6572921,16611605
89,A006,R079,00-00-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,22:00:00,REGULAR,6573017,16611620
90,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,02:00:00,REGULAR,3307735,1195235
91,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,06:00:00,REGULAR,3307737,1195237
92,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,10:00:00,REGULAR,3307753,1195294
93,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,14:00:00,REGULAR,3307787,1195316
94,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,18:00:00,REGULAR,3307925,1195341
95,A006,R079,00-00-03,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,22:00:00,REGULAR,3307986,1195350
96,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,02:00:00,REGULAR,95818,37628
97,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,06:00:00,REGULAR,95820,37629
98,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,10:00:00,REGULAR,95836,37693
99,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,14:00:00,REGULAR,95877,37724
100,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,18:00:00,REGULAR,96046,37756
101,A006,R079,00-00-04,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,22:00:00,REGULAR,96115,37763
102,A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,02:00:00,REGULAR,99180,52802
103,A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,06:00:00,REGULAR,99181,52803
104,A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,10:00:00,REGULAR,99193,52866
105,A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,14:00:00,REGULAR,99253,52907
106,A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,18:00:00,REGULAR,99438,52958
107,A006,R079,00-03-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,22:00:00,REGULAR,99489,52970
108,A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,02:00:00,REGULAR,757297,453011
109,A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,06:00:00,REGULAR,757299,453016
110,A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,10:00:00,REGULAR,757323,453195
111,A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,14:00:00,REGULAR,757425,453305
112,A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,18:00:00,REGULAR,757682,453400
113,A006,R079,00-03-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,22:00:00,REGULAR,757793,453428
114,A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,02:00:00,REGULAR,1190093,1160287
115,A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,06:00:00,REGULAR,1190093,1160312
116,A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,10:00:00,REGULAR,1190128,1160868
117,A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,14:00:00,REGULAR,1190258,1161143
118,A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,18:00:00,REGULAR,1190627,1161298
119,A006,R079,00-03-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,22:00:00,REGULAR,1190792,1161352
120,A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,02:00:00,REGULAR,3683,0
121,A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,06:00:00,REGULAR,3683,0
122,A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,10:00:00,REGULAR,3683,0
123,A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,14:00:00,REGULAR,3683,0
124,A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,18:00:00,REGULAR,3683,0
125,A007,R079,01-05-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,22:00:00,REGULAR,3683,0
126,A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,02:00:00,REGULAR,262144,37
127,A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,06:00:00,REGULAR,262144,37
128,A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,10:00:00,REGULAR,262144,37
129,A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,14:00:00,REGULAR,262144,37
130,A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,18:00:00,REGULAR,262144,37
131,A007,R079,01-05-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,22:00:00,REGULAR,262144,37
132,A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,02:00:00,REGULAR,756861,571951
133,A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,06:00:00,REGULAR,756863,571955
134,A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,10:00:00,REGULAR,756873,572070
135,A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,14:00:00,REGULAR,756910,572230
136,A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,18:00:00,REGULAR,756980,572408
137,A007,R079,01-06-00,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,22:00:00,REGULAR,757047,572446
138,A007,R079,01-06-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,02:00:00,REGULAR,119814982,3412473
139,A007,R079,01-06-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,06:00:00,REGULAR,119814986,3412480
140,A007,R079,01-06-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,10:00:00,REGULAR,119814999,3412706
141,A007,R079,01-06-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,14:00:00,REGULAR,119815052,3412958
142,A007,R079,01-06-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,18:00:00,REGULAR,119815309,3413136
143,A007,R079,01-06-01,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,22:00:00,REGULAR,119815431,3413230
144,A007,R079,01-06-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,02:00:00,REGULAR,5205087,2116530
145,A007,R079,01-06-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,06:00:00,REGULAR,5205088,2116536
146,A007,R079,01-06-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,10:00:00,REGULAR,5205099,2116601
147,A007,R079,01-06-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,14:00:00,REGULAR,5205143,2116645
148,A007,R079,01-06-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,18:00:00,REGULAR,5205233,2116697
149,A007,R079,01-06-02,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,22:00:00,REGULAR,5205321,2116710
150,A007,R079,01-06-03,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,02:00:00,REGULAR,144818,44880
151,A007,R079,01-06-03,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,06:00:00,REGULAR,144820,44881
152,A007,R079,01-06-03,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,10:00:00,REGULAR,144833,44912
153,A007,R079,01-06-03,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,14:00:00,REGULAR,144927,44972
154,A007,R079,01-06-03,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,18:00:00,REGULAR,145157,45016
155,A007,R079,01-06-03,5 AV/59 ST,NQRW,BMT,2021-08-20T00:00:00.000,22:00:00,REGULAR,145294,45043
156,A010,R080,00-00-00,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,00:00:00,REGULAR,5193674,3128691
157,A010,R080,00-00-00,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,04:00:00,REGULAR,5193694,3128717
158,A010,R080,00-00-00,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,08:00:00,REGULAR,5193728,3128845
159,A010,R080,00-00-00,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,12:00:00,REGULAR,5193813,3129149
160,A010,R080,00-00-00,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,16:00:00,REGULAR,5194015,3129386
161,A010,R080,00-00-00,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,20:00:00,REGULAR,5194264,3129648
162,A010,R080,00-00-01,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,00:00:00,REGULAR,15722825,6280643
163,A010,R080,00-00-01,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,04:00:00,REGULAR,15722831,6280650
164,A010,R080,00-00-01,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,08:00:00,REGULAR,15722842,6280706
165,A010,R080,00-00-01,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,12:00:00,REGULAR,15722888,6280831
166,A010,R080,00-00-01,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,16:00:00,REGULAR,15722996,6280951
167,A010,R080,00-00-01,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,20:00:00,REGULAR,15723158,6281066
168,A010,R080,00-00-02,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,00:00:00,REGULAR,11495955,4663945
169,A010,R080,00-00-02,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,04:00:00,REGULAR,11495964,4663947
170,A010,R080,00-00-02,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,08:00:00,REGULAR,11495969,4663986
171,A010,R080,00-00-02,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,12:00:00,REGULAR,11496006,4664057
172,A010,R080,00-00-02,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,16:00:00,REGULAR,11496079,4664121
173,A010,R080,00-00-02,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,20:00:00,REGULAR,11496210,4664171
174,A010,R080,00-00-03,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,00:00:00,REGULAR,3904496,1938851
175,A010,R080,00-00-03,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,04:00:00,REGULAR,3904503,1938853
176,A010,R080,00-00-03,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,08:00:00,REGULAR,3904506,1938893
177,A010,R080,00-00-03,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,12:00:00,REGULAR,3904540,1938956
178,A010,R080,00-00-03,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,16:00:00,REGULAR,3904613,1939001
179,A010,R080,00-00-03,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,20:00:00,REGULAR,3904735,1939043
180,A010,R080,00-00-04,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,00:00:00,REGULAR,4882069,2376531
181,A010,R080,00-00-04,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,04:00:00,REGULAR,4882075,2376533
182,A010,R080,00-00-04,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,08:00:00,REGULAR,4882081,2376593
183,A010,R080,00-00-04,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,12:00:00,REGULAR,4882126,2376657
184,A010,R080,00-00-04,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,16:00:00,REGULAR,4882235,2376700
185,A010,R080,00-00-04,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,20:00:00,REGULAR,4882420,2376732
186,A010,R080,00-00-05,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,00:00:00,REGULAR,2370254,697228
187,A010,R080,00-00-05,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,04:00:00,REGULAR,2370269,697230
188,A010,R080,00-00-05,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,08:00:00,REGULAR,2370282,697272
189,A010,R080,00-00-05,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,12:00:00,REGULAR,2370353,697357
190,A010,R080,00-00-05,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,16:00:00,REGULAR,2370517,697413
191,A010,R080,00-00-05,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,20:00:00,REGULAR,2370784,697461
192,A010,R080,00-00-06,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,00:00:00,REGULAR,20008242,5568149
193,A010,R080,00-00-06,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,04:00:00,REGULAR,20008264,5568151
194,A010,R080,00-00-06,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,08:00:00,REGULAR,20008299,5568195
195,A010,R080,00-00-06,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,12:00:00,REGULAR,20008435,5568292
196,A010,R080,00-00-06,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,16:00:00,REGULAR,20008713,5568398
197,A010,R080,00-00-06,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,20:00:00,REGULAR,20009116,5568475
198,A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,00:00:00,REGULAR,4189376,682996
199,A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,04:00:00,REGULAR,4189420,683000
200,A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,08:00:00,REGULAR,4189523,683129
201,A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,12:00:00,REGULAR,4189839,683330
202,A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,16:00:00,REGULAR,4190339,683480
203,A010,R080,00-00-07,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,20:00:00,REGULAR,4190983,683597
204,A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,00:00:00,REGULAR,504690,1705757
205,A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,04:00:00,REGULAR,504693,1705770
206,A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,08:00:00,REGULAR,504698,1705897
207,A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,12:00:00,REGULAR,504721,1706212
208,A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,16:00:00,REGULAR,504773,1706505
209,A011,R080,01-00-00,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,20:00:00,REGULAR,504820,1706860
210,A011,R080,01-00-01,57 ST-7 AV,NQRW,BMT,2021-08-20T00:00:00.000,00:00:00,REGULAR,749796,1194624
