"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-09","0.00","0.0","0.0",,"43","37"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-10","0.17","0.0","0.0",,"56","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-11","0.00","0.0","0.0",,"57","44"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-12","0.00","0.0","0.0",,"66","43"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-13","0.00","0.0","0.0",,"68","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-14","0.01","0.0","0.0",,"65","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-15","0.00","0.0","0.0",,"72","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-16","0.00","0.0","0.0",,"64","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-17","0.08","0.0","0.0",,"71","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-18","0.00","0.0","0.0",,"80","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-19","0.00","0.0","0.0",,"64","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-20","1.37","0.0","0.0",,"57","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-21","0.20","0.0","0.0",,"65","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-22","0.05","0.0","0.0",,"69","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-23","0.00","0.0","0.0",,"52","41"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-24","0.00","0.0","0.0",,"52","39"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-25","0.00","0.0","0.0",,"62","38"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-26","0.00","0.0","0.0",,"64","46"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-27","0.00","0.0","0.0",,"62","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-28","0.00","0.0","0.0",,"71","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-29","0.00","0.0","0.0",,"78","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-04-30","0.00","0.0","0.0",,"67","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-01","0.00","0.0","0.0",,"63","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-02","0.00","0.0","0.0",,"74","48"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-03","0.00","0.0","0.0",,"80","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-04","0.00","0.0","0.0",,"85","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-05","0.00","0.0","0.0",,"85","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-06","0.00","0.0","0.0",,"73","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-07","0.00","0.0","0.0",,"80","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-08","0.00","0.0","0.0",,"82","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-09","0.00","0.0","0.0",,"70","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-10","0.00","0.0","0.0",,"83","61"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-11","0.00","0.0","0.0",,"84","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-12","0.00","0.0","0.0",,"86","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-13","0.00","0.0","0.0",,"70","53"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-14","0.00","0.0","0.0",,"73","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-15","0.00","0.0","0.0",,"75","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-16","0.30","0.0","0.0",,"75","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-17","0.02","0.0","0.0",,"83","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-18","0.00","0.0","0.0",,"75","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-19","0.00","0.0","0.0",,"80","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-20","0.00","0.0","0.0",,"67","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-21","0.00","0.0","0.0",,"62","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-22","0.00","0.0","0.0",,"74","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-23","0.00","0.0","0.0",,"70","49"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-24","0.00","0.0","0.0",,"81","56"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-25","0.00","0.0","0.0",,"85","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-26","0.00","0.0","0.0",,"88","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-27","0.08","0.0","0.0",,"85","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-28","0.00","0.0","0.0",,"85","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-29","0.00","0.0","0.0",,"85","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-30","0.00","0.0","0.0",,"85","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-05-31","1.46","0.0","0.0",,"87","57"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-01","0.72","0.0","0.0",,"58","51"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-02","0.37","0.0","0.0",,"55","50"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-03","0.00","0.0","0.0",,"70","52"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-04","0.00","0.0","0.0",,"65","54"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-05","0.13","0.0","0.0",,"70","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-06","0.19","0.0","0.0",,"76","60"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-07","0.00","0.0","0.0",,"74","55"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-08","0.06","0.0","0.0",,"79","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-09","0.01","0.0","0.0",,"83","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-10","0.00","0.0","0.0",,"82","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-11","0.00","0.0","0.0",,"89","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-12","0.00","0.0","0.0",,"88","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-13","0.00","0.0","0.0",,"86","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-14","0.36","0.0","0.0",,"88","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-15","0.57","0.0","0.0",,"83","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-16","0.27","0.0","0.0",,"79","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-17","0.00","0.0","0.0",,"82","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-18","0.00","0.0","0.0",,"71","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-19","0.00","0.0","0.0",,"87","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-20","0.00","0.0","0.0",,"75","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-21","0.64","0.0","0.0",,"88","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-22","0.00","0.0","0.0",,"87","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-23","0.02","0.0","0.0",,"90","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-24","0.00","0.0","0.0",,"84","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-25","0.00","0.0","0.0",,"83","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-26","0.00","0.0","0.0",,"81","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-27","1.12","0.0","0.0",,"71","58"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-28","0.29","0.0","0.0",,"73","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-29","0.00","0.0","0.0",,"76","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-06-30","0.04","0.0","0.0",,"82","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-01","0.39","0.0","0.0",,"82","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-02","0.00","0.0","0.0",,"80","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-03","0.00","0.0","0.0",,"82","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-04","0.00","0.0","0.0",,"75","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-05","0.00","0.0","0.0",,"83","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-06","0.00","0.0","0.0",,"83","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-07","0.12","0.0","0.0",,"88","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-08","0.00","0.0","0.0",,"88","77"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-09","0.30","0.0","0.0",,"79","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-10","0.00","0.0","0.0",,"84","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-11","0.00","0.0","0.0",,"88","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-12","0.00","0.0","0.0",,"89","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-13","0.00","0.0","0.0",,"88","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-14","0.42","0.0","0.0",,"82","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-15","0.12","0.0","0.0",,"81","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-16","0.00","0.0","0.0",,"80","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-17","0.00","0.0","0.0",,"81","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-18","0.32","0.0","0.0",,"85","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-19","0.00","0.0","0.0",,"93","78"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-20","0.00","0.0","0.0",,"94","82"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-21","0.00","0.0","0.0",,"89","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-22","0.00","0.0","0.0",,"85","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-23","0.00","0.0","0.0",,"86","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-24","0.00","0.0","0.0",,"87","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-25","0.00","0.0","0.0",,"88","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-26","0.00","0.0","0.0",,"90","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-27","0.36","0.0","0.0",,"86","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-28","0.00","0.0","0.0",,"95","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-29","0.00","0.0","0.0",,"96","78"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-30","1.95","0.0","0.0",,"87","76"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-07-31","0.00","0.0","0.0",,"89","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-01","0.00","0.0","0.0",,"89","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-02","0.00","0.0","0.0",,"89","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-03","0.00","0.0","0.0",,"90","75"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-04","0.43","0.0","0.0",,"89","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-05","0.00","0.0","0.0",,"87","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-06","0.00","0.0","0.0",,"83","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-07","0.00","0.0","0.0",,"84","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-08","0.00","0.0","0.0",,"82","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-09","0.00","0.0","0.0",,"85","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-10","0.00","0.0","0.0",,"84","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-11","1.17","0.0","0.0",,"81","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-12","0.00","0.0","0.0",,"85","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-13","0.00","0.0","0.0",,"83","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-14","0.00","0.0","0.0",,"88","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-15","0.00","0.0","0.0",,"92","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-16","0.00","0.0","0.0",,"93","76"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-17","0.00","0.0","0.0",,"95","78"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-18","0.29","0.0","0.0",,"90","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-19","0.00","0.0","0.0",,"87","77"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-20","0.01","0.0","0.0",,"86","77"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-21","0.32","0.0","0.0",,"87","71"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-22","0.00","0.0","0.0",,"86","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-23","0.00","0.0","0.0",,"85","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-24","0.00","0.0","0.0",,"87","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-25","0.00","0.0","0.0",,"90","73"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-26","0.00","0.0","0.0",,"85","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-27","0.00","0.0","0.0",,"82","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-28","0.00","0.0","0.0",,"82","63"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-29","0.00","0.0","0.0",,"87","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-30","0.13","0.0","0.0",,"90","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-08-31","0.00","0.0","0.0",,"91","76"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-01","0.00","0.0","0.0",,"90","76"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-02","0.00","0.0","0.0",,"91","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-03","0.00","0.0","0.0",,"93","74"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-04","0.00","0.0","0.0",,"85","72"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-05","0.00","0.0","0.0",,"83","67"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-06","0.00","0.0","0.0",,"87","65"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-07","0.00","0.0","0.0",,"92","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-08","0.00","0.0","0.0",,"97","76"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-09","0.00","0.0","0.0",,"90","76"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-10","1.58","0.0","0.0",,"79","70"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-11","0.00","0.0","0.0",,"81","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-12","0.29","0.0","0.0",,"79","69"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-13","0.04","0.0","0.0",,"80","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-14","0.00","0.0","0.0",,"77","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-15","0.00","0.0","0.0",,"84","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-16","0.00","0.0","0.0",,"88","66"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-17","0.00","0.0","0.0",,"89","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-18","0.00","0.0","0.0",,"87","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-19","0.00","0.0","0.0",,"83","68"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-20","0.00","0.0","0.0",,"79","64"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-21","0.00","0.0","0.0",,"73","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-22","0.00","0.0","0.0",,"71","62"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-23","0.00","0.0","0.0",,"80","59"
"USW00094728","NY CITY CENTRAL PARK, NY US","2015-09-24","0.00","0.0","0.0",,"82","60"
